Базовая,Фото,Название,Артикул,Активность,Магазин,Группа,Количество,Торговое предложение,XML ID,Габариты,Артикул,Количество,Внешний ID,Активность,Закупочная цена,Закупочная цена торгового предложения,Внешний ID,Ссылка в магазине,Производитель,Вес,XML ID
42000,https://lubanikishina.com/upload/iblock/b8d/lg91tjpbwi063ml8okp5a8wuibmim35u.jpg,Платье IRIS,D/IRIS/butter,1,Интернет магазин,Платья,2,Платье IRIS (46),b5ccdb45-1681-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/IRIS/butter,0,1510,1,0,0,1487,https://lubanikishina.com/catalog/platya/plate_iris/,,—,b5ccdb45-1681-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; b5ccdb45-1681-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; b5ccdb45-1681-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; b5ccdb45-1681-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/b66/zljqg6wcobs3l8uzp1751fud8en7wc9s.jpg,Платье LEAF,D/LEAF/mint,1,Интернет магазин,Платья,0,Платье LEAF (40),176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LEAF/mint,0,1446,1,0,0,1433,https://lubanikishina.com/catalog/platya/plate_leaf/,,—,176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/b66/zljqg6wcobs3l8uzp1751fud8en7wc9s.jpg,Платье LEAF,D/LEAF/mint,1,Интернет магазин,Платья,0,Платье LEAF (42),176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LEAF/mint,0,1447,1,0,0,1433,https://lubanikishina.com/catalog/platya/plate_leaf/,,—,176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 176d8551-0221-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
16000,https://lubanikishina.com/upload/iblock/9e7/v37q520xb2r8ca6zt3x2j4agokjvdybj.jpg,Платье LILY,D/LILY/black,1,Интернет магазин,Платья,5,Платье LILY (40),15c51001-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LILY/black,5,1466,1,0,0,1440,https://lubanikishina.com/catalog/platya/plate_lily_1/,,—,15c51001-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/4c5/dz37o9b5edd0z23pt42miarb6tr5rww9.jpg,Платье LILY,D/LILY/short/black,1,Интернет магазин,Платья,1,Платье LILY (42),15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LILY/short/black,0,1465,1,0,0,1439,https://lubanikishina.com/catalog/platya/plate_lily/,,—,15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/4c5/dz37o9b5edd0z23pt42miarb6tr5rww9.jpg,Платье LILY,D/LILY/short/black,1,Интернет магазин,Платья,1,Платье LILY (40),15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LILY/short/black,1,1464,1,0,0,1439,https://lubanikishina.com/catalog/platya/plate_lily/,,—,15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 15c50ffe-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
35000,https://lubanikishina.com/upload/iblock/ade/p1ykttgk1b7l6gdflukgrrl0d2kz9o0y.jpg,Платье LOCKA,D/LOCKA/biege,1,Интернет магазин,Платья,4,Платье LOCKA (42),37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LOCKA/biege,3,2064,1,0,0,2058,https://lubanikishina.com/catalog/platya/plate_locka_1/,,—,37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
35000,https://lubanikishina.com/upload/iblock/ade/p1ykttgk1b7l6gdflukgrrl0d2kz9o0y.jpg,Платье LOCKA,D/LOCKA/biege,1,Интернет магазин,Платья,4,Платье LOCKA (44),37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/LOCKA/biege,1,2065,1,0,0,2058,https://lubanikishina.com/catalog/platya/plate_locka_1/,,—,37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 37c85cb3-6060-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
35000,https://lubanikishina.com/upload/iblock/f0d/ypjtq0sz2h2n9xuwhfiyxng77kylb1kd.jpg,Платье LOCKA,D/LOCKA/grey,1,Интернет магазин,Платья,6,Платье LOCKA (40),088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LOCKA/grey,1,2059,1,0,0,2057,https://lubanikishina.com/catalog/platya/plate_locka/,,—,088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
35000,https://lubanikishina.com/upload/iblock/f0d/ypjtq0sz2h2n9xuwhfiyxng77kylb1kd.jpg,Платье LOCKA,D/LOCKA/grey,1,Интернет магазин,Платья,6,Платье LOCKA (42),088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LOCKA/grey,3,2060,1,0,0,2057,https://lubanikishina.com/catalog/platya/plate_locka/,,—,088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
35000,https://lubanikishina.com/upload/iblock/f0d/ypjtq0sz2h2n9xuwhfiyxng77kylb1kd.jpg,Платье LOCKA,D/LOCKA/grey,1,Интернет магазин,Платья,6,Платье LOCKA (44),088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/LOCKA/grey,2,2061,1,0,0,2057,https://lubanikishina.com/catalog/platya/plate_locka/,,—,088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 088f0f78-5a1e-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/131/sw4z6bhvfu133syn870575g7f1q7z166.JPG,Платье LOU,D/LOU/peach,1,Интернет магазин,Платья,1,Платье LOU (40),56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/peach,0,2526,1,0,0,2525,https://lubanikishina.com/catalog/platya/plate_lou_5/,,—,56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/131/sw4z6bhvfu133syn870575g7f1q7z166.JPG,Платье LOU,D/LOU/peach,1,Интернет магазин,Платья,1,Платье LOU (42),56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/peach,0,2527,1,0,0,2525,https://lubanikishina.com/catalog/platya/plate_lou_5/,,—,56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/131/sw4z6bhvfu133syn870575g7f1q7z166.JPG,Платье LOU,D/LOU/peach,1,Интернет магазин,Платья,1,Платье LOU (44),56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/peach,1,2528,1,0,0,2525,https://lubanikishina.com/catalog/platya/plate_lou_5/,,—,56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/131/sw4z6bhvfu133syn870575g7f1q7z166.JPG,Платье LOU,D/LOU/peach,1,Интернет магазин,Платья,1,Платье LOU (46),56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/peach,0,2529,1,0,0,2525,https://lubanikishina.com/catalog/platya/plate_lou_5/,,—,56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 56c55401-1127-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/5e7/09n9fpurki3fu5d5zcugic3035l8nweq.jpg,Платье LOU,D/LOU/lightpink,1,Интернет магазин,Платья,6,Платье LOU (42),4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/lightpink,2,1943,1,0,0,1941,https://lubanikishina.com/catalog/platya/plate_lou_4/,,—,4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/5e7/09n9fpurki3fu5d5zcugic3035l8nweq.jpg,Платье LOU,D/LOU/lightpink,1,Интернет магазин,Платья,6,Платье LOU (44),4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/lightpink,4,1944,1,0,0,1941,https://lubanikishina.com/catalog/platya/plate_lou_4/,,—,4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/5e7/09n9fpurki3fu5d5zcugic3035l8nweq.jpg,Платье LOU,D/LOU/lightpink,1,Интернет магазин,Платья,6,Платье LOU (40),4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/lightpink,0,1942,1,0,0,1941,https://lubanikishina.com/catalog/platya/plate_lou_4/,,—,4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/5e7/09n9fpurki3fu5d5zcugic3035l8nweq.jpg,Платье LOU,D/LOU/lightpink,1,Интернет магазин,Платья,6,Платье LOU (46),4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/lightpink,0,1945,1,0,0,1941,https://lubanikishina.com/catalog/platya/plate_lou_4/,,—,4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 4170ce2a-4a69-11ef-8e10-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/9f2/p8qfe162pmg38e12rtv818t0lb8cir68.jpg,Платье LOU,D/LOU/yellow/flowers,1,Интернет магазин,Платья,6,Платье LOU (44),1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/yellow/flowers,0,1517,1,0,0,1511,https://lubanikishina.com/catalog/platya/plate_lou_2/,,—,1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/9f2/p8qfe162pmg38e12rtv818t0lb8cir68.jpg,Платье LOU,D/LOU/yellow/flowers,1,Интернет магазин,Платья,6,Платье LOU (40),1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/yellow/flowers,0,1515,1,0,0,1511,https://lubanikishina.com/catalog/platya/plate_lou_2/,,—,1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/9f2/p8qfe162pmg38e12rtv818t0lb8cir68.jpg,Платье LOU,D/LOU/yellow/flowers,1,Интернет магазин,Платья,6,Платье LOU (42),1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/yellow/flowers,6,1516,1,0,0,1511,https://lubanikishina.com/catalog/platya/plate_lou_2/,,—,1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/9f2/p8qfe162pmg38e12rtv818t0lb8cir68.jpg,Платье LOU,D/LOU/yellow/flowers,1,Интернет магазин,Платья,6,Платье LOU (46),1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/yellow/flowers,0,1518,1,0,0,1511,https://lubanikishina.com/catalog/platya/plate_lou_2/,,—,1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 1bfd84f8-0d1b-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
23000,https://lubanikishina.com/upload/iblock/d72/kjdkvionw2hscylmaf6t557zds4p8a2p.jpg,Платье LOU,D/LOU/black/sflowers,1,Интернет магазин,Платья,1,Платье LOU (40),15c50fee-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/LOU/black/sflowers,1,1457,1,0,0,1437,https://lubanikishina.com/catalog/platya/plate_lou_1/,,—,15c50fee-02f4-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
17500,https://lubanikishina.com/upload/iblock/120/14gdya81821325wzvv8a19in768065il.jpg,Платье MARGOT,D/MARGOT/bgrey,1,Интернет магазин,Платья,22,Платье MARGOT (XS-S),b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd,—,D/MARGOT/bgrey,4,1956,1,0,0,1442,https://lubanikishina.com/catalog/platya/plate_margot/,,—,b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd; b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd
17500,https://lubanikishina.com/upload/iblock/120/14gdya81821325wzvv8a19in768065il.jpg,Платье MARGOT,D/MARGOT/bgrey,1,Интернет магазин,Платья,22,Платье MARGOT (M-L),b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd,—,D/MARGOT/bgrey,18,1957,1,0,0,1442,https://lubanikishina.com/catalog/platya/plate_margot/,,—,b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd; b8551ee8-0482-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd
26000,https://lubanikishina.com/upload/iblock/b28/ckb855bdvilowb3u1mqdpdeoon9g8xw7.jpg,Платье MUR,D/MUR/cream,1,Интернет магазин,Платья,0,Платье MUR (42),636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/MUR/cream,0,1519,1,0,0,1512,https://lubanikishina.com/catalog/platya/plate_mur/,,—,636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
26000,https://lubanikishina.com/upload/iblock/b28/ckb855bdvilowb3u1mqdpdeoon9g8xw7.jpg,Платье MUR,D/MUR/cream,1,Интернет магазин,Платья,0,Платье MUR (44),636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/MUR/cream,0,1520,1,0,0,1512,https://lubanikishina.com/catalog/platya/plate_mur/,,—,636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
26000,https://lubanikishina.com/upload/iblock/b28/ckb855bdvilowb3u1mqdpdeoon9g8xw7.jpg,Платье MUR,D/MUR/cream,1,Интернет магазин,Платья,0,Платье MUR (46),636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/MUR/cream,0,1521,1,0,0,1512,https://lubanikishina.com/catalog/platya/plate_mur/,,—,636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 636ff610-10ff-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
9500,https://lubanikishina.com/upload/iblock/37e/76ca2uqdwpmsykq4rmommj7fbwkgvwm2.jpeg,Платье SHORTY,D/SHORTY/lgrey,1,Интернет магазин,Платья,1,Платье SHORTY (40),b42a6a08-2254-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/SHORTY/lgrey,1,1481,1,0,0,1445,https://lubanikishina.com/catalog/platya/plate_shorty/,,—,b42a6a08-2254-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/e0e/kxh26qj5erqjxnav964bb1ao31mg9drc.jpg,Платье TABI,D/TABI/white,1,Интернет магазин,Платья,2,Платье TABI (42),7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,D/TABI/white,0,1478,1,0,0,1444,https://lubanikishina.com/catalog/platya/plate_tabi_2/,,—,7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/e0e/kxh26qj5erqjxnav964bb1ao31mg9drc.jpg,Платье TABI,D/TABI/white,1,Интернет магазин,Платья,2,Платье TABI (44),7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,D/TABI/white,0,1479,1,0,0,1444,https://lubanikishina.com/catalog/platya/plate_tabi_2/,,—,7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/e0e/kxh26qj5erqjxnav964bb1ao31mg9drc.jpg,Платье TABI,D/TABI/white,1,Интернет магазин,Платья,2,Платье TABI (40),7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,D/TABI/white,2,1477,1,0,0,1444,https://lubanikishina.com/catalog/platya/plate_tabi_2/,,—,7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/e0e/kxh26qj5erqjxnav964bb1ao31mg9drc.jpg,Платье TABI,D/TABI/white,1,Интернет магазин,Платья,2,Платье TABI (46),7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,D/TABI/white,0,1480,1,0,0,1444,https://lubanikishina.com/catalog/platya/plate_tabi_2/,,—,7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 7d608615-0924-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
22000,https://lubanikishina.com/upload/iblock/c55/m9n923na1f8azj0s2viheevbpfjnugpr.jpg,Платье TABI,D/TABI/black,1,Интернет магазин,Платья,4,Платье TABI (38),b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc216-e140-11ee-8e0e-005056b6c1cd,—,D/TABI/black,1,2543,1,0,0,1441,https://lubanikishina.com/catalog/platya/plate_tabi_1/,,—,b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc216-e140-11ee-8e0e-005056b6c1cd; b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; b8551ec3-0482-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
