Базовая,Фото,Название,Артикул,Активность,Магазин,Группа,Количество,Торговое предложение,XML ID,Габариты,Артикул,Количество,Внешний ID,Активность,Закупочная цена,Закупочная цена торгового предложения,Внешний ID,Ссылка в магазине,Производитель,Вес,XML ID
185000,https://lubanikishina.com/upload/iblock/5ce/19lhc4lby6jk0eotrqa7tj58uudvslqd.jpg,Дубленка Микх (MIKH) бордовая,FC/MIKH/np-mr/vine,1,Интернет магазин,Дубленки,0,Дубленка Микх (MIKH) бордовая (48),7c30cec1-5ba5-11ef-8e10-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-mr/vine,0,2653,1,0,0,2067,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_bordovaya/,,—,7c30cec1-5ba5-11ef-8e10-005056b6c1cd#cd835433-5b2f-11f0-a108-005056b6f117; 7c30cec1-5ba5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 7c30cec1-5ba5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 7c30cec1-5ba5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; 7c30cec1-5ba5-11ef-8e10-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/b7c/vfyx495o84occaddnpzle2c7f5b0ncpz.jpg,Дубленка Микх (MIKH) светло-бежевая,FC/MIKH/zm-mr/lightbeige,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-бежевая (42),14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightbeige,1,2741,1,0,0,2188,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_bezhevaya/,,—,14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/b7c/vfyx495o84occaddnpzle2c7f5b0ncpz.jpg,Дубленка Микх (MIKH) светло-бежевая,FC/MIKH/zm-mr/lightbeige,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-бежевая (44),14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightbeige,0,2742,1,0,0,2188,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_bezhevaya/,,—,14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/b7c/vfyx495o84occaddnpzle2c7f5b0ncpz.jpg,Дубленка Микх (MIKH) светло-бежевая,FC/MIKH/zm-mr/lightbeige,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-бежевая (40),14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightbeige,0,2740,1,0,0,2188,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_bezhevaya/,,—,14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/b7c/vfyx495o84occaddnpzle2c7f5b0ncpz.jpg,Дубленка Микх (MIKH) светло-бежевая,FC/MIKH/zm-mr/lightbeige,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-бежевая (46),14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightbeige,0,2743,1,0,0,2188,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_bezhevaya/,,—,14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6d-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/af4/16z3266tcdlmrwp6ahd5huw156m00svo.jpg,Дубленка Микх (MIKH) светло-серая,FC/MIKH/zm-mr/lightgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-серая (40),14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightgrey,0,2748,1,0,0,2189,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_seraya/,,—,14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/af4/16z3266tcdlmrwp6ahd5huw156m00svo.jpg,Дубленка Микх (MIKH) светло-серая,FC/MIKH/zm-mr/lightgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-серая (42),14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightgrey,1,2749,1,0,0,2189,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_seraya/,,—,14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/af4/16z3266tcdlmrwp6ahd5huw156m00svo.jpg,Дубленка Микх (MIKH) светло-серая,FC/MIKH/zm-mr/lightgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-серая (44),14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightgrey,0,2750,1,0,0,2189,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_seraya/,,—,14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/af4/16z3266tcdlmrwp6ahd5huw156m00svo.jpg,Дубленка Микх (MIKH) светло-серая,FC/MIKH/zm-mr/lightgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) светло-серая (46),14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/zm-mr/lightgrey,0,2751,1,0,0,2189,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_svetlo_seraya/,,—,14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; 14a8db6f-9da5-11ef-8e10-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/74c/pv02kkqosp2l2ab9lxfn4lwffafhovyc.jpg,Дубленка Микх (MIKH) темно-серая,FC/MIKH/np-kr/dgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) темно-серая (40),cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-kr/dgrey,0,2735,1,0,0,1916,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_temno_seraya/,,—,cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/74c/pv02kkqosp2l2ab9lxfn4lwffafhovyc.jpg,Дубленка Микх (MIKH) темно-серая,FC/MIKH/np-kr/dgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) темно-серая (42),cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-kr/dgrey,0,2736,1,0,0,1916,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_temno_seraya/,,—,cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/74c/pv02kkqosp2l2ab9lxfn4lwffafhovyc.jpg,Дубленка Микх (MIKH) темно-серая,FC/MIKH/np-kr/dgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) темно-серая (44),cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-kr/dgrey,0,2737,1,0,0,1916,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_temno_seraya/,,—,cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/74c/pv02kkqosp2l2ab9lxfn4lwffafhovyc.jpg,Дубленка Микх (MIKH) темно-серая,FC/MIKH/np-kr/dgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) темно-серая (46),cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-kr/dgrey,0,2738,1,0,0,1916,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_temno_seraya/,,—,cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
185000,https://lubanikishina.com/upload/iblock/74c/pv02kkqosp2l2ab9lxfn4lwffafhovyc.jpg,Дубленка Микх (MIKH) темно-серая,FC/MIKH/np-kr/dgrey,1,Интернет магазин,Дубленки,1,Дубленка Микх (MIKH) темно-серая (48),cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117,—,FC/MIKH/np-kr/dgrey,1,2739,1,0,0,1916,https://lubanikishina.com/catalog/dublenki/dublenka_mikkh_mikh_temno_seraya/,,—,cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac39892a-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ac3989a6-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c807-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#c2c6c883-5b2f-11f0-a108-005056b6f117; cbb59be9-1758-11ef-8e0e-005056b6c1cd#ca662e20-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/36e/gjnaju68a7ewipciw7161zg2ofz0qp7c.jpg,Дубленка Муус (MUUS) c хомутом,FC/MUUS/np-mrl/brown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) c хомутом (40),4a33f688-fcfc-11f0-a13c-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/brown,0,3167,1,0,0,3166,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_c_khomutom/,,—,4a33f688-fcfc-11f0-a13c-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/36e/gjnaju68a7ewipciw7161zg2ofz0qp7c.jpg,Дубленка Муус (MUUS) c хомутом,FC/MUUS/np-mrl/brown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) c хомутом (42),4a33f688-fcfc-11f0-a13c-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/brown,0,3168,1,0,0,3166,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_c_khomutom/,,—,4a33f688-fcfc-11f0-a13c-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/36e/gjnaju68a7ewipciw7161zg2ofz0qp7c.jpg,Дубленка Муус (MUUS) c хомутом,FC/MUUS/np-mrl/brown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) c хомутом (44),4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/brown,0,3169,1,0,0,3166,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_c_khomutom/,,—,4a33f688-fcfc-11f0-a13c-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/36e/gjnaju68a7ewipciw7161zg2ofz0qp7c.jpg,Дубленка Муус (MUUS) c хомутом,FC/MUUS/np-mrl/brown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) c хомутом (46),4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/brown,0,3170,1,0,0,3166,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_c_khomutom/,,—,4a33f688-fcfc-11f0-a13c-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 4a33f688-fcfc-11f0-a13c-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
157000,https://lubanikishina.com/upload/iblock/6a7/duepyj7io181jybz6q6f3jrxl5vyr7x0.png,Дубленка Муус (MUUS) коричневая,FC/MUUS/zm-cr/dbrown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) коричневая (40),58f6d902-5d8a-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/zm-cr/dbrown,0,2571,1,0,0,2570,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_korichnevaya/,,—,58f6d902-5d8a-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
157000,https://lubanikishina.com/upload/iblock/6a7/duepyj7io181jybz6q6f3jrxl5vyr7x0.png,Дубленка Муус (MUUS) коричневая,FC/MUUS/zm-cr/dbrown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) коричневая (42),58f6d902-5d8a-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/zm-cr/dbrown,0,2572,1,0,0,2570,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_korichnevaya/,,—,58f6d902-5d8a-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
157000,https://lubanikishina.com/upload/iblock/6a7/duepyj7io181jybz6q6f3jrxl5vyr7x0.png,Дубленка Муус (MUUS) коричневая,FC/MUUS/zm-cr/dbrown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) коричневая (44),58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/zm-cr/dbrown,0,2573,1,0,0,2570,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_korichnevaya/,,—,58f6d902-5d8a-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
157000,https://lubanikishina.com/upload/iblock/6a7/duepyj7io181jybz6q6f3jrxl5vyr7x0.png,Дубленка Муус (MUUS) коричневая,FC/MUUS/zm-cr/dbrown,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) коричневая (46),58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/zm-cr/dbrown,0,2574,1,0,0,2570,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_korichnevaya/,,—,58f6d902-5d8a-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 58f6d902-5d8a-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/64b/gv9xa08tlot4itduvdwph25xpl1jpxb4.jpg,Дубленка Муус (MUUS) с воротником-хомутом,FC/MUUS/np-mrl/beige,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) с воротником-хомутом (40),8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/beige,0,2566,1,0,0,2565,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_s_vorotnikom_khomutom/,,—,8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/64b/gv9xa08tlot4itduvdwph25xpl1jpxb4.jpg,Дубленка Муус (MUUS) с воротником-хомутом,FC/MUUS/np-mrl/beige,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) с воротником-хомутом (42),8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/beige,0,2567,1,0,0,2565,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_s_vorotnikom_khomutom/,,—,8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/64b/gv9xa08tlot4itduvdwph25xpl1jpxb4.jpg,Дубленка Муус (MUUS) с воротником-хомутом,FC/MUUS/np-mrl/beige,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) с воротником-хомутом (44),8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/beige,0,2568,1,0,0,2565,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_s_vorotnikom_khomutom/,,—,8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/64b/gv9xa08tlot4itduvdwph25xpl1jpxb4.jpg,Дубленка Муус (MUUS) с воротником-хомутом,FC/MUUS/np-mrl/beige,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) с воротником-хомутом (46),8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/beige,0,2569,1,0,0,2565,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_s_vorotnikom_khomutom/,,—,8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117
220000,https://lubanikishina.com/upload/iblock/64b/gv9xa08tlot4itduvdwph25xpl1jpxb4.jpg,Дубленка Муус (MUUS) с воротником-хомутом,FC/MUUS/np-mrl/beige,1,Интернет магазин,Дубленки,0,Дубленка Муус (MUUS) с воротником-хомутом (38),8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117,—,FC/MUUS/np-mrl/beige,0,2934,1,0,0,2565,https://lubanikishina.com/catalog/dublenki/dublenka_muus_muus_s_vorotnikom_khomutom/,,—,8d9b4886-5d83-11f0-a108-005056b6f117#ac39892a-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#ac3989a6-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c807-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#c2c6c883-5b2f-11f0-a108-005056b6f117; 8d9b4886-5d83-11f0-a108-005056b6f117#a1ca0b24-5b2f-11f0-a108-005056b6f117
